ORDERDATE,PRODUCTLINE,CUSTOMERNAME,COUNTRY,SALES,QUANTITYORDERED,PRICEEACH,STATUS
2003-10-28,Planes,Technics Stores Inc.,USA,3756.0,48,78.25,Shipped
2004-01-12,Planes,Osaka Souveniers Co.,Japan,2840.0,40,71.0,Shipped
2004-02-20,Planes,"Australian Collectors, Co.",Australia,1716.26,23,74.62,Shipped
2004-04-02,Planes,"Royal Canadian Collectables, Ltd.",Canada,3245.6,40,81.14,Shipped
2004-05-11,Planes,The Sharp Gifts Warehouse,USA,2760.94,37,74.62,Shipped
2004-06-28,Planes,Gift Depot Inc.,USA,1808.4,24,75.35,Shipped
2004-07-23,Planes,La Rochelle Gifts,France,1682.37,27,62.31,Shipped
2004-08-21,Planes,"Norway Gifts By Mail, Co.",Norway,1491.0,21,71.0,Shipped
2004-09-16,Planes,"Clover Collections, Co.",Ireland,1666.35,23,72.45,Shipped
2004-10-15,Planes,Mini Classics,USA,3666.08,44,83.32,Shipped
2004-11-02,Planes,Technics Stores Inc.,USA,2916.2,35,83.32,Shipped
2004-11-12,Planes,Rovelli Gifts,Italy,2616.98,43,60.86,Shipped
2004-11-24,Planes,Enaco Distributors,Spain,3390.8,40,84.77,Shipped
2004-12-04,Planes,Gift Ideas Corp.,USA,3146.5,35,89.9,Shipped
2004-12-17,Planes,Souveniers And Things Co.,Australia,1561.5,25,62.46,Shipped
2005-02-03,Planes,La Rochelle Gifts,France,10039.6,43,100.0,Shipped
2005-03-01,Planes,Euro Shopping Channel,Spain,3167.0,50,63.34,Resolved
2005-03-30,Planes,Reims Collectables,France,3521.25,45,78.25,Shipped
2005-04-03,Planes,Tekni Collectables Inc.,USA,4219.28,52,81.14,On Hold
2005-05-10,Planes,L'ordine Souveniers,Italy,3581.76,48,74.62,Shipped
2003-03-03,Classic Cars,Cruz & Sons Co.,Philippines,2130.01,31,68.71,Shipped
2003-05-08,Classic Cars,Marseille Mini Autos,France,2063.06,29,71.14,Shipped
2003-07-02,Classic Cars,Mini Gifts Distributors Ltd.,USA,2008.13,23,87.31,Shipped
2003-09-05,Classic Cars,Collectables For Less Inc.,USA,2004.77,31,64.67,Shipped
2003-10-10,Classic Cars,Corporate Gift Ideas Co.,USA,1543.3,23,67.1,Shipped
2003-11-04,Classic Cars,"Anna's Decorations, Ltd",Australia,2269.92,24,94.58,Shipped
2003-11-11,Classic Cars,Daedalus Designs Imports,France,1991.92,28,71.14,Shipped
2003-11-20,Classic Cars,"Toms Spezialitten, Ltd",Germany,2916.76,44,66.29,Shipped
2004-01-15,Classic Cars,Auto Canal Petit,France,2027.52,22,92.16,Shipped
2004-02-22,Classic Cars,"Vida Sport, Ltd",Switzerland,3235.18,46,70.33,Shipped
2004-04-09,Classic Cars,Danish Wholesale Imports,Denmark,2062.94,22,93.77,Shipped
2004-05-26,Classic Cars,Auto Canal Petit,France,3317.78,38,87.31,Shipped
2004-06-30,Classic Cars,Gifts4AllAges.com,USA,3913.69,47,83.27,Shipped
2004-08-02,Classic Cars,Online Mini Collectables,USA,3608.64,48,75.18,Shipped
2004-08-30,Classic Cars,"Vida Sport, Ltd",Switzerland,3524.8,40,88.12,Shipped
2004-09-30,Classic Cars,"Toys of Finland, Co.",Finland,2586.88,32,80.84,Shipped
2004-10-16,Classic Cars,"Toms Spezialitten, Ltd",Germany,4753.49,49,97.01,Shipped
2004-11-03,Classic Cars,Microscale Inc.,USA,3684.67,43,85.69,Shipped
2004-11-17,Classic Cars,Motor Mint Distributors Inc.,USA,5715.4,41,100.0,Shipped
2004-11-24,Classic Cars,Reims Collectables,France,3098.7,30,100.0,Shipped
2004-12-07,Classic Cars,Euro Shopping Channel,Spain,2670.92,28,95.39,Shipped
2005-01-06,Classic Cars,Suominen Souveniers,Finland,5154.41,43,100.0,Shipped
2005-02-10,Classic Cars,Euro Shopping Channel,Spain,4894.17,41,100.0,Shipped
2005-03-04,Classic Cars,Mini Gifts Distributors Ltd.,USA,2472.6,30,82.42,Shipped
2003-01-29,Trucks and Buses,Baane Mini Imports,Norway,3224.31,31,100.0,Shipped
2003-04-01,Trucks and Buses,"La Corne D'abondance, Co.",France,3667.52,32,100.0,Shipped
2003-05-28,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,4141.33,43,96.31,Shipped
2003-07-24,Trucks and Buses,Technics Stores Inc.,USA,2829.58,26,100.0,Shipped
2003-09-21,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,3068.55,27,100.0,Shipped
2003-10-21,Trucks and Buses,Mini Auto Werke,Austria,2634.96,24,100.0,Resolved
2003-11-06,Trucks and Buses,"Stylish Desk Decors, Co.",UK,2436.72,22,100.0,Shipped
2003-11-14,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,4607.36,46,100.0,Shipped
2003-11-25,Trucks and Buses,"Saveley & Henriot, Co.",France,3598.99,37,97.27,Shipped
2003-12-09,Trucks and Buses,Diecast Collectables,USA,3964.1,49,80.9,Shipped
2004-02-04,Trucks and Buses,Handji Gifts& Co,Singapore,2244.9,21,100.0,Shipped
2004-03-11,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,2793.0,25,100.0,Shipped
2004-05-04,Trucks and Buses,Super Scale Inc.,USA,4133.64,37,100.0,Shipped
2004-06-15,Trucks and Buses,Handji Gifts& Co,Singapore,3900.6,45,86.68,Shipped
2004-07-19,Trucks and Buses,Souveniers And Things Co.,Australia,2743.04,32,85.72,Shipped
2004-08-19,Trucks and Buses,Diecast Classics Inc.,USA,2402.07,29,82.83,Shipped
2004-09-08,Trucks and Buses,Scandinavian Gift Ideas,Sweden,2178.54,26,83.79,Shipped
2004-10-13,Trucks and Buses,Marta's Replicas Co.,USA,3155.04,28,100.0,Shipped
2004-10-22,Trucks and Buses,Canadian Gift Exchange Network,Canada,2366.28,27,87.64,Shipped
2004-11-05,Trucks and Buses,Vitachrome Inc.,USA,1963.6,20,98.18,Shipped
2004-11-19,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,4746.28,44,100.0,Shipped
2004-11-01,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,6386.94,42,100.0,Shipped
2004-12-10,Trucks and Buses,Euro Shopping Channel,Spain,4428.0,41,100.0,Shipped
2005-01-23,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,4044.04,26,100.0,Shipped
2005-02-17,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,2708.42,26,100.0,Shipped
2005-05-01,Trucks and Buses,Quebec Home Shopping Network,Canada,2904.72,26,100.0,Shipped
2005-05-31,Trucks and Buses,La Rochelle Gifts,France,3553.88,41,86.68,In Process
2003-02-24,Motorcycles,Land of Toys Inc.,USA,1858.0,20,92.9,Shipped
2003-04-29,Motorcycles,"Australian Collectors, Co.",Australia,2461.36,22,100.0,Shipped
2003-06-27,Motorcycles,Euro Shopping Channel,Spain,2642.01,23,100.0,Shipped
2003-08-25,Motorcycles,Toys4GrownUps.com,USA,3098.7,33,93.9,Shipped
2003-10-28,Motorcycles,Technics Stores Inc.,USA,3244.36,28,100.0,Shipped
2003-11-18,Motorcycles,Herkku Gifts,Norway,4351.16,44,98.89,Shipped
2004-01-12,Motorcycles,Osaka Souveniers Co.,Japan,3675.86,46,79.91,Shipped
2004-02-20,Motorcycles,"Australian Collectors, Co.",Australia,2475.27,21,100.0,Shipped
2004-04-02,Motorcycles,"Royal Canadian Collectables, Ltd.",Canada,4177.49,41,100.0,Shipped
2004-05-11,Motorcycles,The Sharp Gifts Warehouse,USA,3282.28,31,100.0,Shipped
2004-06-28,Motorcycles,Gift Depot Inc.,USA,2477.21,31,79.91,Shipped
2004-07-23,Motorcycles,La Rochelle Gifts,France,1883.93,23,81.91,Shipped
2004-08-27,Motorcycles,Marta's Replicas Co.,USA,3658.93,37,98.89,Shipped
2004-09-16,Motorcycles,"Clover Collections, Co.",Ireland,2856.88,26,100.0,Shipped
2004-10-15,Motorcycles,Mini Classics,USA,1917.84,24,79.91,Shipped
2004-11-02,Motorcycles,Diecast Classics Inc.,USA,5305.36,47,100.0,Shipped
2004-11-15,Motorcycles,Land of Toys Inc.,USA,2875.95,45,63.91,Shipped
2004-11-24,Motorcycles,Enaco Distributors,Spain,6482.85,55,100.0,Shipped
2004-12-04,Motorcycles,Gift Ideas Corp.,USA,3733.82,46,81.17,Shipped
2005-01-06,Motorcycles,Suominen Souveniers,Finland,6576.5,50,100.0,Shipped
2005-02-03,Motorcycles,La Rochelle Gifts,France,6353.27,37,100.0,Shipped
2005-03-02,Motorcycles,"Dragon Souveniers, Ltd.",Singapore,4175.6,44,94.9,Shipped
2005-04-03,Motorcycles,Tekni Collectables Inc.,USA,4992.61,49,100.0,On Hold
2005-05-10,Motorcycles,L'ordine Souveniers,Italy,4764.6,45,100.0,Shipped
2003-03-03,Motorcycles,Cruz & Sons Co.,Philippines,1173.15,27,43.45,Shipped
2003-05-08,Motorcycles,Marseille Mini Autos,France,1384.46,31,44.66,Shipped
2003-07-02,Motorcycles,Mini Gifts Distributors Ltd.,USA,1327.59,33,40.23,Shipped
2003-08-25,Motorcycles,Toys4GrownUps.com,USA,1109.8,31,35.8,Shipped
2003-10-10,Motorcycles,Corporate Gift Ideas Co.,USA,1239.0,35,35.4,Shipped
2003-11-04,Motorcycles,"Anna's Decorations, Ltd",Australia,1035.58,26,39.83,Shipped
2003-11-11,Motorcycles,Daedalus Designs Imports,France,1545.64,34,45.46,Shipped
2003-11-19,Motorcycles,Euro Shopping Channel,Spain,1517.54,46,32.99,Shipped
2004-01-15,Motorcycles,Auto Canal Petit,France,1731.84,41,42.24,Shipped
2004-02-21,Motorcycles,Daedalus Designs Imports,France,1695.49,43,39.43,Shipped
2004-04-05,Motorcycles,Vitachrome Inc.,USA,1045.98,26,40.23,Shipped
2004-05-26,Motorcycles,Auto Canal Petit,France,1738.08,36,48.28,Shipped
2004-06-30,Motorcycles,Gifts4AllAges.com,USA,651.8,20,32.59,Shipped
2004-08-02,Motorcycles,Online Mini Collectables,USA,988.47,27,36.61,Shipped
2004-08-27,Motorcycles,Marta's Replicas Co.,USA,1518.11,37,41.03,Shipped
2004-09-30,Motorcycles,"Toys of Finland, Co.",Finland,1013.76,24,42.24,Shipped
2004-10-16,Motorcycles,"Toms Spezialitten, Ltd",Germany,1549.8,36,43.05,Shipped
2004-11-03,Motorcycles,Microscale Inc.,USA,1108.38,29,38.22,Shipped
2004-11-17,Motorcycles,Motor Mint Distributors Inc.,USA,4102.56,28,100.0,Shipped
2004-11-24,Motorcycles,Reims Collectables,France,3713.16,29,100.0,Shipped
2004-12-07,Motorcycles,Euro Shopping Channel,Spain,1513.54,38,39.83,Shipped
2005-01-06,Motorcycles,Marseille Mini Autos,France,2317.44,48,48.28,Shipped
2005-02-10,Motorcycles,Euro Shopping Channel,Spain,3298.4,40,82.46,Shipped
2005-03-04,Motorcycles,Mini Gifts Distributors Ltd.,USA,1826.96,41,44.56,Shipped
2005-04-08,Motorcycles,"UK Collectables, Ltd.",UK,1206.9,30,40.23,Shipped
2003-01-31,Trucks and Buses,Euro Shopping Channel,Spain,1666.7,35,47.62,Shipped
2003-04-01,Trucks and Buses,"La Corne D'abondance, Co.",France,1560.44,28,55.73,Shipped
2003-06-03,Trucks and Buses,Muscle Machine Inc,USA,2337.75,45,51.95,Shipped
2003-08-01,Trucks and Buses,Suominen Souveniers,Finland,1103.76,24,45.99,Shipped
2003-09-21,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,2617.85,41,63.85,Shipped
2003-10-22,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,2207.52,48,45.99,Shipped
2003-11-06,Trucks and Buses,"Stylish Desk Decors, Co.",UK,3165.5,50,63.31,Shipped
2003-11-14,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,2071.41,33,62.77,Shipped
2003-11-25,Trucks and Buses,Mini Classics,USA,1385.28,32,43.29,Shipped
2003-12-09,Trucks and Buses,Diecast Collectables,USA,1621.62,27,60.06,Shipped
2004-02-10,Trucks and Buses,Signal Collectibles Ltd.,USA,1931.65,35,55.19,Shipped
2004-03-11,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,1244.53,23,54.11,Shipped
2004-05-05,Trucks and Buses,Euro Shopping Channel,Spain,1704.5,35,48.7,Shipped
2004-06-15,Trucks and Buses,Handji Gifts& Co,Singapore,1753.2,40,43.83,Shipped
2004-07-20,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,1666.7,35,47.62,Shipped
2004-08-19,Trucks and Buses,Diecast Classics Inc.,USA,1710.89,31,55.19,Shipped
2004-09-08,Trucks and Buses,Land of Toys Inc.,USA,2326.5,50,46.53,Shipped
2004-10-13,Trucks and Buses,Marta's Replicas Co.,USA,2316.0,40,57.9,Shipped
2004-10-22,Trucks and Buses,Canadian Gift Exchange Network,Canada,1727.1,38,45.45,Shipped
2004-11-05,Trucks and Buses,Baane Mini Imports,Norway,8844.12,38,100.0,Shipped
2004-11-19,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,2424.0,40,60.6,Shipped
2004-12-01,Trucks and Buses,Muscle Machine Inc,USA,1535.49,33,46.53,Shipped
2004-12-15,Trucks and Buses,Reims Collectables,France,6358.68,36,100.0,Shipped
2005-01-23,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,1329.4,20,66.47,Shipped
2005-02-22,Trucks and Buses,Euro Shopping Channel,Spain,1701.76,32,53.18,Shipped
2005-03-15,Trucks and Buses,Euro Shopping Channel,Spain,2259.72,36,62.77,Shipped
2005-05-03,Trucks and Buses,Euro Shopping Channel,Spain,925.3,19,48.7,Shipped
2005-05-31,Trucks and Buses,La Rochelle Gifts,France,482.13,11,43.83,In Process
2003-01-31,Trains,Euro Shopping Channel,Spain,3227.63,49,65.87,Shipped
2003-04-11,Trains,Royale Belge,Belgium,1711.26,27,63.38,Shipped
2003-06-03,Trains,Muscle Machine Inc,USA,2054.36,29,70.84,Shipped
2003-08-08,Trains,Mini Gifts Distributors Ltd.,USA,3131.94,42,74.57,Shipped
2003-09-25,Trains,"Australian Gift Network, Co",Australia,1681.35,33,50.95,Shipped
2003-10-22,Trains,"Dragon Souveniers, Ltd.",Singapore,2351.36,44,53.44,Shipped
2003-11-06,Trains,L'ordine Souveniers,Italy,1408.0,22,64.0,Shipped
2003-11-14,Trains,"Iberia Gift Imports, Corp.",Spain,2445.6,48,50.95,Shipped
2003-11-25,Trains,Mini Classics,USA,1804.44,33,54.68,Shipped
2003-12-09,Trains,Diecast Collectables,USA,2544.75,45,56.55,Shipped
2004-02-12,Trains,"Clover Collections, Co.",Ireland,1056.4,20,52.82,Shipped
2004-03-15,Trains,"Blauer See Auto, Co.",Germany,2801.4,46,60.9,Shipped
2004-05-05,Trains,Suominen Souveniers,Finland,1988.4,40,49.71,Shipped
2004-07-20,Trains,Diecast Classics Inc.,USA,2908.35,45,64.63,Shipped
2004-08-20,Trains,Mini Gifts Distributors Ltd.,USA,2147.4,36,59.65,Shipped
2004-09-08,Trains,Land of Toys Inc.,USA,2099.63,31,67.73,Shipped
2004-10-14,Trains,"AV Stores, Co.",UK,2315.18,46,50.33,Shipped
2004-10-22,Trains,Heintze Collectables,Denmark,2327.15,35,66.49,Shipped
2004-11-05,Trains,Baane Mini Imports,Norway,5377.4,28,100.0,Shipped
2004-11-20,Trains,"La Corne D'abondance, Co.",France,2626.01,31,84.71,Shipped
2004-12-02,Trains,Euro Shopping Channel,Spain,4406.4,27,100.0,Shipped
2004-12-15,Trains,Reims Collectables,France,4301.22,22,100.0,Shipped
2005-01-23,Trains,Mini Gifts Distributors Ltd.,USA,2986.5,30,99.55,Shipped
2005-02-22,Trains,Euro Shopping Channel,Spain,1587.08,44,36.07,Shipped
2005-03-15,Trains,Euro Shopping Channel,Spain,1808.4,30,60.28,Shipped
2005-05-05,Trains,Gift Depot Inc.,USA,1193.04,24,49.71,Shipped
2003-01-29,Trucks and Buses,Baane Mini Imports,Norway,3403.35,45,75.63,Shipped
2003-03-26,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,1575.96,23,68.52,Shipped
2003-05-28,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,1630.2,26,62.7,Shipped
2003-07-24,Trucks and Buses,Technics Stores Inc.,USA,1701.28,28,60.76,Shipped
2003-09-19,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,2850.82,49,58.18,Shipped
2003-10-21,Trucks and Buses,Mini Auto Werke,Austria,2692.06,49,54.94,Resolved
2003-11-06,Trucks and Buses,"Stylish Desk Decors, Co.",UK,2174.42,29,74.98,Shipped
2003-11-13,Trucks and Buses,"Classic Gift Ideas, Inc",USA,3167.36,49,64.64,Shipped
2003-11-25,Trucks and Buses,"Saveley & Henriot, Co.",France,2142.66,39,54.94,Shipped
2003-12-05,Trucks and Buses,Canadian Gift Exchange Network,Canada,2117.52,36,58.82,Shipped
2004-02-04,Trucks and Buses,Handji Gifts& Co,Singapore,2419.95,39,62.05,Shipped
2004-03-11,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,2191.2,30,73.04,Shipped
2004-05-04,Trucks and Buses,Super Scale Inc.,USA,3043.04,44,69.16,Shipped
2004-06-15,Trucks and Buses,"Tokyo Collectables, Ltd",Japan,1228.2,20,61.41,Shipped
2004-07-19,Trucks and Buses,Souveniers And Things Co.,Australia,1330.35,21,63.35,Shipped
2004-08-19,Trucks and Buses,Diecast Classics Inc.,USA,2792.52,36,77.57,Shipped
2004-09-08,Trucks and Buses,Scandinavian Gift Ideas,Sweden,2296.0,32,71.75,Shipped
2004-10-11,Trucks and Buses,Auto Assoc. & Cie.,France,2629.44,36,73.04,Shipped
2004-10-22,Trucks and Buses,Canadian Gift Exchange Network,Canada,1912.16,34,56.24,Shipped
2004-11-05,Trucks and Buses,Vitachrome Inc.,USA,8209.44,48,100.0,Shipped
2004-11-18,Trucks and Buses,Mini Wheels Co.,USA,2431.77,33,73.69,Shipped
2004-11-01,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,3139.99,31,100.0,Shipped
2004-12-10,Trucks and Buses,Euro Shopping Channel,Spain,5669.64,36,100.0,Shipped
2005-01-20,Trucks and Buses,"Anna's Decorations, Ltd",Australia,3160.25,25,100.0,Shipped
2005-02-17,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,6799.68,48,100.0,Shipped
2005-05-01,Trucks and Buses,Quebec Home Shopping Network,Canada,1867.32,27,69.16,Shipped
2005-05-31,Trucks and Buses,Euro Shopping Channel,Spain,2702.04,44,61.41,In Process
2003-02-17,Vintage Cars,Rovelli Gifts,Italy,2406.36,33,72.92,Shipped
2003-04-29,Vintage Cars,"Australian Collectors, Co.",Australia,2094.67,29,72.23,Shipped
2003-06-27,Vintage Cars,Euro Shopping Channel,Spain,2797.9,49,57.1,Shipped
2003-08-13,Vintage Cars,Royale Belge,Belgium,1637.2,20,81.86,Shipped
2003-10-28,Vintage Cars,Technics Stores Inc.,USA,2281.91,31,73.61,Shipped
2004-01-12,Vintage Cars,Osaka Souveniers Co.,Japan,2307.24,39,59.16,Shipped
2004-02-20,Vintage Cars,"Australian Collectors, Co.",Australia,1320.8,20,66.04,Shipped
2004-04-02,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada,2642.82,34,77.73,Shipped
2004-05-11,Vintage Cars,The Sharp Gifts Warehouse,USA,3061.0,50,61.22,Shipped
2004-06-24,Vintage Cars,Euro Shopping Channel,Spain,3164.4,40,79.11,Cancelled
2004-07-23,Vintage Cars,La Rochelle Gifts,France,1791.16,28,63.97,Shipped
2004-08-21,Vintage Cars,"Norway Gifts By Mail, Co.",Norway,4093.0,50,81.86,Shipped
2004-09-16,Vintage Cars,"Clover Collections, Co.",Ireland,2234.4,28,79.8,Shipped
2004-10-15,Vintage Cars,Mini Classics,USA,3037.84,46,66.04,Shipped
2004-11-01,Vintage Cars,giftsbymail.co.uk,UK,1419.84,24,59.16,Shipped
2004-11-12,Vintage Cars,Rovelli Gifts,Italy,1948.08,24,81.17,Shipped
2004-11-24,Vintage Cars,Enaco Distributors,Spain,2307.24,39,59.16,Shipped
2004-12-04,Vintage Cars,Gift Ideas Corp.,USA,1780.4,40,44.51,Shipped
2004-12-17,Vintage Cars,Souveniers And Things Co.,Australia,3544.17,49,72.33,Shipped
2005-02-03,Vintage Cars,La Rochelle Gifts,France,3619.44,44,82.26,Shipped
2005-03-03,Vintage Cars,FunGiftIdeas.com,USA,3918.95,35,100.0,Shipped
2005-03-30,Vintage Cars,Reims Collectables,France,1483.02,22,67.41,Shipped
2005-04-03,Vintage Cars,Tekni Collectables Inc.,USA,4819.26,62,77.73,On Hold
2005-05-10,Vintage Cars,L'ordine Souveniers,Italy,1591.72,26,61.22,Shipped
2003-03-03,Motorcycles,Cruz & Sons Co.,Philippines,3669.78,31,100.0,Shipped
2003-05-07,Motorcycles,Reims Collectables,France,2168.5,25,86.74,Shipped
2003-07-02,Motorcycles,Mini Gifts Distributors Ltd.,USA,2694.0,30,89.8,Shipped
2003-08-25,Motorcycles,Toys4GrownUps.com,USA,3251.34,27,100.0,Shipped
2003-10-10,Motorcycles,Corporate Gift Ideas Co.,USA,2347.15,23,100.0,Shipped
2003-11-04,Motorcycles,"Anna's Decorations, Ltd",Australia,3920.88,34,100.0,Shipped
2003-11-11,Motorcycles,Daedalus Designs Imports,France,2514.6,22,100.0,Shipped
2003-11-19,Motorcycles,Euro Shopping Channel,Spain,3600.24,42,85.72,Shipped
2004-01-15,Motorcycles,Auto Canal Petit,France,4040.03,37,100.0,Shipped
2004-02-21,Motorcycles,Daedalus Designs Imports,France,3336.9,30,100.0,Shipped
2004-04-05,Motorcycles,Vitachrome Inc.,USA,3113.64,27,100.0,Shipped
2004-05-26,Motorcycles,Auto Canal Petit,France,2832.0,25,100.0,Shipped
2004-06-30,Motorcycles,Gifts4AllAges.com,USA,3330.98,34,97.97,Shipped
2004-08-02,Motorcycles,Online Mini Collectables,USA,4304.64,38,100.0,Shipped
2004-08-27,Motorcycles,Marta's Replicas Co.,USA,2600.26,26,100.0,Shipped
2004-09-30,Motorcycles,"Toys of Finland, Co.",Finland,4382.16,38,100.0,Shipped
2004-10-15,Motorcycles,Baane Mini Imports,Norway,4235.0,50,84.7,Shipped
2004-11-03,Motorcycles,Microscale Inc.,USA,2626.8,22,100.0,Shipped
2004-11-17,Motorcycles,Motor Mint Distributors Inc.,USA,5026.56,32,100.0,Shipped
2004-11-24,Motorcycles,Salzburg Collectables,Austria,2201.62,31,71.02,Shipped
2004-12-07,Motorcycles,Euro Shopping Channel,Spain,4326.8,40,100.0,Shipped
2005-01-07,Motorcycles,Mini Creations Ltd.,USA,3425.18,22,100.0,Shipped
2005-02-03,Motorcycles,La Rochelle Gifts,France,4701.88,41,100.0,Shipped
2005-03-04,Motorcycles,Mini Gifts Distributors Ltd.,USA,2204.1,45,48.98,Shipped
2005-04-08,Motorcycles,"UK Collectables, Ltd.",UK,5189.4,45,100.0,Shipped
2003-02-17,Vintage Cars,Rovelli Gifts,Italy,1565.85,39,40.15,Shipped
2003-04-29,Vintage Cars,"Australian Collectors, Co.",Australia,2480.38,49,50.62,Shipped
2003-06-27,Vintage Cars,Euro Shopping Channel,Spain,1355.13,27,50.19,Shipped
2003-08-10,Vintage Cars,Mini Creations Ltd.,USA,1246.44,34,36.66,Shipped
2003-10-08,Vintage Cars,Euro Shopping Channel,Spain,820.4,20,41.02,Shipped
2003-10-28,Vintage Cars,Technics Stores Inc.,USA,2492.64,48,51.93,Shipped
2003-12-01,Vintage Cars,West Coast Collectables Co.,USA,1113.6,29,38.4,Shipped
2004-01-12,Vintage Cars,Osaka Souveniers Co.,Japan,1763.86,43,41.02,Shipped
2004-02-20,Vintage Cars,"Australian Collectors, Co.",Australia,1896.66,41,46.26,Shipped
2004-04-02,Vintage Cars,"Royal Canadian Collectables, Ltd.",Canada,1449.35,41,35.35,Shipped
2004-05-11,Vintage Cars,The Sharp Gifts Warehouse,USA,1869.48,36,51.93,Shipped
2004-06-24,Vintage Cars,Euro Shopping Channel,Spain,1860.53,49,37.97,Cancelled
2004-07-23,Vintage Cars,La Rochelle Gifts,France,1724.82,38,45.39,Shipped
2004-08-21,Vintage Cars,"Norway Gifts By Mail, Co.",Norway,1713.69,33,51.93,Shipped
2004-09-15,Vintage Cars,"Bavarian Collectables Imports, Co.",Germany,1259.44,26,48.44,Shipped
2004-10-15,Vintage Cars,Mini Classics,USA,2051.08,47,43.64,Shipped
2004-11-01,Vintage Cars,giftsbymail.co.uk,UK,1617.38,34,47.57,Shipped
2004-11-12,Vintage Cars,Rovelli Gifts,Italy,1765.62,34,51.93,Shipped
2004-11-24,Vintage Cars,Enaco Distributors,Spain,2024.8,40,50.62,Shipped
2004-12-04,Vintage Cars,Gift Ideas Corp.,USA,3288.4,40,82.21,Shipped
2004-12-17,Vintage Cars,Souveniers And Things Co.,Australia,2725.47,33,82.59,Shipped
2005-02-03,Vintage Cars,La Rochelle Gifts,France,3224.2,49,65.8,Shipped
2005-03-03,Vintage Cars,FunGiftIdeas.com,USA,3211.38,27,100.0,Shipped
2005-03-30,Vintage Cars,Reims Collectables,France,1796.34,49,36.66,Shipped
2005-04-03,Vintage Cars,Tekni Collectables Inc.,USA,1979.6,56,35.35,On Hold
2005-05-10,Vintage Cars,L'ordine Souveniers,Italy,1921.41,37,51.93,Shipped
2003-01-31,Trucks and Buses,Euro Shopping Channel,Spain,3705.24,33,100.0,Shipped
2003-04-04,Trucks and Buses,Classic Legends Inc.,USA,2843.91,27,100.0,Shipped
2003-06-03,Trucks and Buses,Muscle Machine Inc,USA,6176.42,46,100.0,Shipped
2003-08-01,Trucks and Buses,Suominen Souveniers,Finland,5500.44,44,100.0,Shipped
2003-09-21,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,3220.1,26,100.0,Shipped
2003-10-22,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,4556.16,48,94.92,Shipped
2003-11-06,Trucks and Buses,L'ordine Souveniers,Italy,3114.89,23,100.0,Shipped
2003-11-14,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,4948.2,45,100.0,Shipped
2003-11-25,Trucks and Buses,Mini Classics,USA,5161.17,49,100.0,Shipped
2003-12-09,Trucks and Buses,Diecast Collectables,USA,2657.76,28,94.92,Shipped
2004-02-12,Trucks and Buses,"Clover Collections, Co.",Ireland,3983.05,37,100.0,Shipped
2004-03-15,Trucks and Buses,"Blauer See Auto, Co.",Germany,3974.94,34,100.0,Shipped
2004-05-05,Trucks and Buses,Euro Shopping Channel,Spain,2928.42,22,100.0,Shipped
2004-06-15,Trucks and Buses,Handji Gifts& Co,Singapore,3054.57,29,100.0,Shipped
2004-07-20,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,3345.26,34,98.39,Shipped
2004-08-20,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,4310.72,38,100.0,Shipped
2004-09-08,Trucks and Buses,Land of Toys Inc.,USA,4983.14,41,100.0,Shipped
2004-10-13,Trucks and Buses,Marta's Replicas Co.,USA,4618.32,42,100.0,Shipped
2004-10-22,Trucks and Buses,Heintze Collectables,Denmark,3403.12,28,100.0,Shipped
2004-11-05,Trucks and Buses,Baane Mini Imports,Norway,5190.42,38,100.0,Shipped
2004-11-20,Trucks and Buses,"La Corne D'abondance, Co.",France,3141.57,23,100.0,Shipped
2004-12-02,Trucks and Buses,Euro Shopping Channel,Spain,2213.4,31,71.4,Shipped
2004-12-15,Trucks and Buses,Reims Collectables,France,4896.7,46,100.0,Shipped
2005-01-23,Trucks and Buses,Mini Gifts Distributors Ltd.,USA,2714.4,48,56.55,Shipped
2005-02-22,Trucks and Buses,Euro Shopping Channel,Spain,3087.05,29,100.0,Shipped
